,tweet
0,2943  포병 살리기 묘수 풀이😂
1,뭔가 따로 예외처리해야할게 있지는 않나요 저는 그 부분을 자주 놓쳐서요😂
2,🍒✨정말 세상의 모든 귀여운 기념일에 너희를 보고싶고 알고 싶어🦁🐭 진짜야 그러니까 자주자주  해줄래😂🙏
3,헐 세상에나😂
4,끝 크오솔 시드에 쓰일 예정😂
5,486 혹시나있을까봐 검색해봣는데ㅋㅋㄱ왠 중국집만 잔뜩나오네요😂
6,ㅇㅇ유치원 ㅇ반 선생님🥲 우리집 어린이가 계속 찾아요  방학 때 텔레파시로 만나자고 하셔서 ㅜㅠ 어린이가 만나기로 약속했다고 자꾸 버스 언제 오냐고 물어요 😂
7,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 😂
8,근대 숙제  팟이였는데  2파티 전부 죽고  ㅋㅋ 😂   힘들었네유
9,자기가 실수ㅋㅋ한건데도 낯짝 하나 안 바뀌고 총이 남아있었나 이러는 거까지 너무 얄미워요 다리부터 분질러놓고 입 막아놓고 몸수색하는 아카이 그거 하면서 또 얼마나 빈정거렸겠어요😂😂😂😂
10,마음의 준비 얼마나 해야 하는 걸가 무섭😂 519
11,않이 뭐 치어풀 그림 그려야 하니까 잘 그리는 금손이 준비물이면 그 준비물 대신 초콜릿으로 와장창 포장해서 챙겨갈게요😂😂 아니 근데 그 간식들은 어떤 종류가 좋나요 인생 첫 직관이 될 것 같아서 가면 나 혼자 쭈글 거리고 있을 것 같아
12,저도 신엽이 쭈글하길래 물줬었는데 구엽만 탱탱해지고 신엽은 계속 쪼글이😂
13,6524 그렇겠죠 아직 괜찮다고 생각합니다😂
14,그랬던걸까요😂😂 사실 먼저 잘 말도 못해서 늘 못드리고 와요 ㅋㅋㅋㅋㅋ
15,오마갓😂네넹
16,분철을 왜 하지 했었는데 이렇게 사 모으다간 잡지가 방을 지배하게 되겠구나😂
17,운동이 꽤나 고단했는지 눈 질끈 감고 잠😂😂😂 05
18,14년 초에 자첫하고 17년 초에 자둘했으니까 3년이군😂
19,1011 헐 동갑 맞네요ㅋㅋㅋ 여태 몰랐네요😂
20,읽기도 힘들어 😂😂😂😂 나 들어만 해도 그렇고 826 2
21,2 잊모닝 치즈쌤 😆😆 웃고 시작하는 아침 참 좋죠  일요일도 낚시를 간다죠  그리고 또 계속😂😂 오늘도 건강하게 주너하는 하루보내세요  화잊팅
22,공구폼 들고 오셔도 될거 같은데요 원두님이 만든 사진집이니까요 폼림 무섭지만😂
23,시키면 하긴 합디다😂😂😂😂
24,아이들이 짜장이 더 좋대서 짜장을 대량생산 해뒀어😂 이제 애들 일어나면 먹을 토스트를 대량생산 해두고 출근해야겠다😂😂
25,3    와 신선하다 낙하하는 냥이표정이 압권 🤭😂😂
26,97831387 ㅋㅋㅋㅋ 전세계 금관유물중  한국 금관이 절반이상인데 그걸 다 해외에서 수입했다고 그럼 당시 한국이 세계에서 가장 부유한 나라였겠네 이런 금관을 모두 수입 9
27,120512 쌤 본방재방에 55000원은 쫌 비싼거같죠 그래도 그거 결갈하고있겠지만요😂😂😂
28,98 그거슨 맞읍미다 감사히 먹겟읍미다 😂😂
29,그래서 다 덮머가😂 물론 이쁘지만  반깐도 좋은데 아쉬운 반 단체 사진에만 남은 미모죠
30,개인도 아닌 기업이나 은행에서는 그 무엇도 무료일 수 없기에 분명히 내게서 뭔가를 뜯어가고 잇을 것이라고 생각하는 1인⋯⋯ 😂😂😂 만 28세 미만 무료 콘토는 고객 유치 플랜 같은거 같구요 🌝😂😂😂
31,0221 저 미국 메가밀리언 으로 복권의 종류가 명명된 상황 자체가 대단한 😂
32,2675 랜덤인가봐요😂😂😂
33,030303 1 ㅋㅋㅋㅋㅋㅋ종게얘기로 하루 종일 떠들고 룸있는 식당으로 가야겠어요😂
34,밥 달라는 별이는 너무 귀여워요 😂❤️ 6
35,플라잉 요가그것이 궁극의 요가라던데 😂
36,1414 흑흑 감사해요ㅠㅠㅠ 증상은 다 나았는데 간질거리는 잔기침은 잘 안떨어지는거같아요😂 쟈님도 몸 건강히 건강이 최고입니다🥰🥰
37,01 😧😲🤯😲낯선데 오히려 좋아😂
38,96584585 877 그냥 니 주장을 말하지 말고 근거를 대 한국의 아름다운 금관이 한국의 것이 아니게하려는 너의 추한 노력이 우스워😂
39,두 시간 자고 일어났더니 머리가 띵하다😂 역시 휴먼 숙면이 최고인데
40,어제 밍스카 조끼가 꼬여가지고 계속 다시 입었는데도 잘 안 입혀졌어😂 찬차드가 그거 보더니 도와주러 갔는데 그래도 잘 안 됐단 말이야 좌팁은 둘 그제서야 발견해가지구 넌 빨리 쟤 도와주라고 하면서 밍스카
41,체하면 두통까지 같이 와서 넘고통스러웠는데 내과에서 신경과 가보랄때 갈걸 약 한봉지에 편두통에서 해방되다니😂 선생님 엄청 친절했는데 날씨나 생리주기에 영향을 받는데 이맘때쯤 편두통 환자가 많다고ㄷㄷ 비오거나 생리끝나고 체할때가 많아서 딱 내경우였다
42,젭티비시 웃겨 결혼소식에 물들어올때 노젓고 싶은데 저을게없어 낳자마자 버렸기 때문에 😂 캐베스가 데려다가 잘한다 5959 키운거 창사이래 제일 잘 한 일 아닐까 ㅋ 플레이리스트 계속 올리고 한껏 신난 캐배스 칭찬해 ㅋ
43,15566259  대박 전어제 굿나잇하고 바로 기절😂 암튼 울 님들 대단하세용😚😚
44,손 위에서 당장 다이빙 하고 싶은 욕구를 참아보고 있었을거에요 😆😆 배수구도 안으로 들어가게끔 해야하고 물도 빼야하고 😂 햇콩이는 늘 목욕하면서 서너번  정도 손에 67
45,616 0202 🤣🤣😂😂자연스럽게 일어나면데여 웅다다닥🙄
46,감격해서 안으려는 쥬됴젼 팔 밑으로 저번처럼 쇽 빠져나가려고 했는데 쥬됴젼이 그걸 잡고 안 놔줘서 빠져나가던 도중에 낑겻러 ㅋㅋ 그러다가 🐈지도 현웃터져선 뒤돌아잇는데 왜 그렇게 입꼬리가 올라갓냐구 사실  06
47,늦게 잤는디 애매하게 일찍 일어났넴 배가 고파서 그런가 떼잉😂
48,저희집 무가 좀 커요😂 37
49,ㅇㅣ미 말 걸때부터 맘에 들었다면 😂
50,527 고마워😂열심히 한번 해보께
51,저는 증상은 있는데 자가키트는 무서워서 깊이 못찔렀는지ㅠㅠ 병원에서 제대로 뇌까지 찌르는 느낌이니까 바로 양성뜨더라구요 하 ㅠ 무증상 감염이시거나 아예 슈퍼면역향균양파면 정말 다행이구😂 저도 그래서 무리하지 않구있오용 힝구리퐁퐁
52,0125 네여름 참덥죠ㅎ땀 많은저는그러나 준호덕분에 잘이겨냅니다😂😂😂
53,31502975  절간 냄새😂
54,새벽부터 바람이 어찌나 불던지 케이 품에 쏙 들어가서 간신히 잠들었다고 한다😂
55,매번 느끼는 거지만 일 끝나고 나면 허기가 진다 😇😇 늦은 밤이라 뭘 먹기도 그래 학😂
56,트루도 솸모닝👋 시간이 더디게 흘러가지만 같이 기다리는 사람들이 많아서 행복한것같아😂 오늘도 행복한 하루보내😊 93
57,저도 프세터 쓰고파요 하 근데 회사도착😂
58,항상 그러고 싶으나 평생 그럴날이 올런지😂
59,네다님도 화이팅 우리 모두 화이팅😂😂😂
60,문의 주셔서 감사해요  트윗후 여러개 마켓은 첨인데요 일어나자마자 마켓을 해야겠다해서 있는사진으로 급하게 올려서 안내준비가 서툴러요😂제가 저녁에 아이들 타래로 가격이랑 추가올릴게요 문의 주셔도 되는데 답 6
61,1 030303 잠시 파티 미룰게요 ㅋㅋㅋㅋㅋㅋㅋ아마 곧 자러갈 예정 😂 아우 아주 목요일 답네요🥹✨
62,점점 가면 갈수록 누카 이벤 방식이 복잡해져서 매번 계정 타노스하는데 이번꺼 좀 많이 힘들었던거같음 다이아도 역대급으로 태웠던거같고ㅠ 이벤캐는 3캐릭이라 계약서도 다 거덜나고😂
63,언니 조금이라도 잤어요 저는 저 글 쓰고눈 감고있었더니 자버려가지고😂
64,흔한 영어학원 선생편  1 무작정 교육비 깎아달라는 네고왕어머님 2 정확히 화장실 변기 주변으로만 똥싸놓은 헬리콥터남 3 교육비를 6개월 밀려놓고 잠수탔던 시간이탈자  이것들 말고도 훨씬 더 7
65,어라 요즘 딱 필요한 영화 아닌가요 그리고 뭔가 4로 보면 완전 시원할 것 같고 그래요ㅠㅠㅠ 하 그렇다면 한산을 봐줘야 하나 싶고 근데 뭔가 지금 한산 보면 다음 0
66,8 좋은 시간 보내셔서 다행이에요 ㅎㅎㅎ 진짜 다음화 기다리는 심정으로 타래들 막 읽었답니다❣ 행복감 1301배 저 저 혹시 서치를 햇는데 녹화를 하셨다는 분을 못찾았는데 어떤 97
67,220214 와우 품절😂
68,1 그렇다면 오디오가 비는 일은 절대 없겠군요😂
69,1004 저도 다 그렇게 시작해따요😂 몬아 분발해 밀당그만훼
70,청진기 삼행시 🐶청자켓 입었네 🐶진짜 안 어울린다  🐱❓❓❓❓❓ 🦊기가 막히다 야 🐱☠️❓☠️❓☠️❓ 🐶기가 막히고 코가 막힌다 진짜 🐩ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  최산 윤호가 운띄워서 시작하려고 입 우물 044
71,정일훈 👼 이거 기억하시는 분 하하하 프니엘 업데이트부터 시작하면 일부 멜로디는 밈 편집에 매우 재능이 있음을 알 수 있습니다😂😂✌️ 근데 진심 진짜 정일훈 보고싶다사랑해 마이엔젤 항상 몸조심해 👼😘
72,01004 내 미래당 나도 오늘은 일 가서 😂
73,오늘은 어제보다 더 더운듯 헥헥 그래두 낼 금욜이니까 힘내쟈😂😂😂
74,1 030303 이로 시종도 그럴 예정인데 이 누님들이 왜이러시나 그러지 않을까요 😂😂😂 상욱이 근데 우리 둘이 안겨도 가슴팍 남을 걱 같죠 ㅋㅋㅋㅋㅋㅋ🤣
75,장관 후보라 카더라 캐낼라고 그러나봄😂 어제꺼 다 봐써
76,1018 근데 왜케 당일 아침마다 작아지는지 모르게써요🥺 언니 멘트에 힘 받아 달료가봅니다😂
77,반월당 우체국 건너편 어딘가😂 그쪽이 요새 핫하다 하더만요 요 동네요
78,전 첨 시작부터 안외워져요 ㅋㅋㅋㅋㅋ 큰일났어영😂😂
79,7 미국에서 살찌기 참 쉽죠 제이홉  를 위해 여기 있는 동안 당신은 당신의 모습을 지켜봐야 할 것입니다  😂🤭
80,😂😂😂 미윤님 감사합니다허헣
81,10 만만쉐이🙌🙌🙌 저 반듯한입술과 고운네크라인😂😂😂
82,한동안 1시간 이상 운전하고 오면 그날밤은 기절한듯 꿀잠 잤던 기억 나요😂
83,살면서 나 좋다는 남자는 있었는데 여자가 없어 그냥 연애하지 말라는건가😂
84,집에 가서 주머니 다시 뒤져보고 없으면 추억 붙들고 살아가기😂
85,ㅋㅋㅋㄱㅋㅋㅋ 혹시 마감에 성공한다면 꼭 선입금 폼 올려둘게요😂
86,와 지짜 피곤해😂 그래서 휴일 언제 온다고
87,으아아아아아아아 이제 본 저를 마구 때려주세요ㅠㅠ 울 늘하님 생일 놓친게 말이야 방구야ㅠㅠㅠㅠㅠㅠㅠ 생일 행복하게 보내셨나요🥺🥺 너무 늦게 축하드려서 죄송해요ㅠㅠㅠㅠ 행복한 생일 보내셨음
88,0413 지오없었던 솜인데 지금 현물됐어요 娇气第 애교라는 인형이고 20 붙여서 서치해보시면 나올지도😂
89,211 방송중 머리감기 정말 레전드죠😂😂 진짜 사랑스럽고 황당한🤣🤣🤣
90,25  27985844 1204 2  2307 3 0526 6
91,7911 저도 땀 마니 나서 힘든데 ㅜㅜ 준호 콘설 기다리느라 이번에는 좀 덜 힘든거 같네요 😂 😄
92,19 배꾸의 마인드 칭찬해 ㅋㅋㅋㅋ 모 어쩌겠어 😂 힘내자 오늘도
93,😂😂😂😂 아니 진짜 웃겨 사랑하면 닮는다더니 둘 다 진짜 ㅋㅋ큐 9
94,으에앙 비 와서 차 막힌다 제시간 안에 학교 못 갈 거 같은데😂😂
95,오늘도 힘내볼께😂😋💛💚 1
96,거참 바람직한 법입니다 여름회식금지법😂  아아로 정신 가다듬고 시작하는 오늘도 무사히 잘 지나가 보아요 아쟈💜
97,고래 가방은 은근한 나의 일코템이었는데 요즘은 보는 사람마다 우영우냐고 물어봐😂 아니라구요 내가 우영우보다 먼저인데
98,🌕여러장르를 파는 잡덕이니 타장르 유입을 꺼리시는 분은 블언 해주세요😂
99,😂 ㅋㅋ
